Date,Time,City,Latitude,Longitude,Weather,Road_Type,Light_Condition,Vehicle_Type,Speed_Limit,Vehicles_Involved,Accident_Severity,Accident_Cause,Alcohol_Involved,Overspeeding_Severity,Drunk_Driving_Severity
2023-03-16,08:06,Wayanad,11.698929523832483,76.14733769690184,Foggy,Rural Road,Low Light,Bike,40,4,High,Drunk Driving,No,Low,Medium
2023-03-04,06:53,Alappuzha,9.507791220875191,76.34779060427866,Cloudy,Rural Road,Low Light,Bike,40,2,Medium,Drunk Driving,Yes,High,Medium
2023-07-11,21:54,Kasaragod,12.486141943633916,74.97402490560553,Clear,Rural Road,Low Light,Bus,80,3,Medium,Distracted Driving,No,Medium,High
2024-08-15,06:37,Idukki,9.807046595313475,76.95047217072536,Foggy,Highway,Night,Bus,100,2,Low,Distracted Driving,Yes,High,High
2023-10-24,08:12,Kannur,11.885702358479135,75.41760106340722,Rainy,Rural Road,Daylight,Car,100,1,Low,Road Condition,Yes,High,Medium
2023-10-16,23:09,Wayanad,11.729364916950319,76.09587297480878,Foggy,Highway,Low Light,Bus,60,3,Low,Overspeeding,Yes,High,Medium
2024-09-27,18:01,Pathanamthitta,9.275891654776798,76.81046705059136,Rainy,City Road,Low Light,Bike,100,4,High,Overspeeding,Yes,High,High
2023-01-19,11:04,Alappuzha,9.460070016206693,76.3730901211879,Foggy,Rural Road,Low Light,Truck,50,1,Low,Distracted Driving,Yes,High,Low
2024-07-30,00:21,Thiruvananthapuram,8.571123534148164,76.92189343842881,Rainy,Rural Road,Daylight,Bike,80,4,Low,Drunk Driving,Yes,Low,Low
2024-01-04,17:57,Thiruvananthapuram,8.553817782625343,76.90954929897633,Rainy,Rural Road,Night,Bike,60,1,High,Drunk Driving,No,High,Low
2024-05-24,20:10,Ernakulam,9.99096334400576,76.28709815616867,Foggy,Highway,Daylight,Bus,80,4,Medium,Overspeeding,No,High,Low
2023-07-01,20:26,Pathanamthitta,9.221907595939848,76.78148132385168,Foggy,Highway,Night,Truck,40,3,Low,Drunk Driving,Yes,Low,High
2023-01-11,00:59,Pathanamthitta,9.21672932708315,76.80596441363143,Foggy,Rural Road,Low Light,Bus,80,1,High,Road Condition,No,High,Medium
2024-04-20,16:53,Kannur,11.862411035324984,75.3744293619342,Foggy,City Road,Night,Bus,100,2,High,Road Condition,No,Low,High
2023-04-27,22:07,Palakkad,10.81348038853047,76.67594852889012,Rainy,City Road,Daylight,Bus,50,4,Medium,Bad Weather,No,High,Low
2024-06-26,18:18,Kollam,8.884441182737172,76.58382925038234,Cloudy,Highway,Daylight,Car,60,2,Medium,Bad Weather,No,Low,Medium
2024-05-13,16:35,Idukki,9.824030137959571,76.9757721098379,Foggy,City Road,Low Light,Truck,50,4,Low,Drunk Driving,Yes,Medium,Medium
2023-09-09,04:51,Ernakulam,10.023031595782296,76.25341551471872,Clear,Highway,Daylight,Truck,80,4,Medium,Bad Weather,No,High,Low
2023-03-06,07:41,Pathanamthitta,9.26784630020713,76.80432810866762,Clear,Rural Road,Low Light,Bus,60,3,Medium,Overspeeding,Yes,Low,Medium
2024-07-25,16:55,Malappuram,11.018117534770074,76.0716959792559,Foggy,Highway,Night,Car,60,1,Low,Overspeeding,Yes,High,Medium
2024-01-20,05:22,Palakkad,10.835664814323227,76.6116455715833,Foggy,City Road,Night,Bike,50,1,High,Overspeeding,Yes,High,High
2024-11-25,03:01,Thrissur,10.500741342350828,76.26160611883986,Foggy,Highway,Daylight,Bike,80,4,Medium,Bad Weather,No,Medium,High
2023-11-14,23:20,Pathanamthitta,9.272139933082158,76.81183462925637,Clear,City Road,Low Light,Truck,50,4,Low,Bad Weather,No,Low,High
2023-03-24,04:09,Alappuzha,9.462321995634596,76.36313227972236,Foggy,Rural Road,Daylight,Truck,50,1,Low,Bad Weather,Yes,Low,High
2024-09-14,15:33,Kozhikode,11.262895014176326,75.7361204250306,Cloudy,Highway,Low Light,Bike,40,4,Low,Overspeeding,Yes,Medium,High
2024-10-17,21:44,Thiruvananthapuram,8.505775081469261,76.9705183759995,Rainy,Rural Road,Night,Bus,40,2,High,Road Condition,No,High,High
2024-07-08,14:47,Kasaragod,12.509441524369402,74.96168637747478,Cloudy,Rural Road,Night,Bus,60,2,Medium,Drunk Driving,Yes,Low,High
2024-09-18,22:38,Ernakulam,9.944674609005826,76.312024465538,Clear,City Road,Low Light,Truck,40,4,Low,Drunk Driving,Yes,High,Low
2023-03-04,21:27,Malappuram,11.042984269302966,76.06558130508893,Cloudy,Highway,Low Light,Bus,50,3,Medium,Drunk Driving,Yes,Low,Medium
2023-12-07,13:18,Idukki,9.877102038428387,76.91975552045541,Rainy,City Road,Night,Bike,80,2,Medium,Distracted Driving,No,Medium,High
2024-08-03,17:09,Palakkad,10.765978353188528,76.63582288545939,Rainy,City Road,Daylight,Truck,60,3,Medium,Bad Weather,Yes,Medium,Medium
2023-08-29,22:56,Palakkad,10.764670712160315,76.68909613204407,Cloudy,Highway,Night,Bike,60,3,High,Distracted Driving,No,Low,Low
2024-07-12,21:46,Alappuzha,9.450969126468877,76.29756220156136,Cloudy,Highway,Low Light,Bus,40,3,Low,Bad Weather,No,Low,Low
2024-04-28,20:02,Alappuzha,9.535514803078573,76.30965130658456,Rainy,City Road,Daylight,Bus,80,1,Medium,Drunk Driving,No,High,Low
2024-08-15,18:04,Palakkad,10.823474686037018,76.69007152965106,Cloudy,Rural Road,Daylight,Bike,50,1,Medium,Drunk Driving,No,Medium,Medium
2024-03-16,20:16,Thrissur,10.548253782587016,76.18200768096764,Foggy,City Road,Daylight,Car,60,1,High,Road Condition,Yes,High,Medium
2023-12-13,22:45,Wayanad,11.719943402415772,76.14643588534251,Clear,Highway,Low Light,Car,80,2,Medium,Overspeeding,No,High,High
2023-04-25,02:50,Alappuzha,9.505570614790333,76.34288484703117,Clear,City Road,Daylight,Bus,50,1,Low,Bad Weather,No,Medium,High
2023-07-07,08:07,Palakkad,10.756382404387137,76.62996899271818,Rainy,City Road,Low Light,Bike,40,1,Medium,Drunk Driving,Yes,Low,High
2023-11-09,00:16,Kottayam,9.640416489834779,76.52846185793639,Foggy,Rural Road,Daylight,Bus,80,1,Medium,Bad Weather,Yes,Medium,Medium
2023-06-21,07:15,Kollam,8.876658249612666,76.65289547643782,Rainy,Rural Road,Daylight,Car,50,3,Low,Distracted Driving,No,Low,Medium
2023-05-29,19:22,Idukki,9.832026381345775,76.98505276222845,Rainy,City Road,Daylight,Truck,50,1,Medium,Distracted Driving,Yes,Medium,Low
2023-11-04,15:59,Kannur,11.88533312474567,75.35385084748556,Foggy,Rural Road,Night,Bike,60,4,High,Road Condition,No,Low,High
2023-11-20,09:17,Wayanad,11.712998908929965,76.16412398944699,Cloudy,Highway,Daylight,Bus,60,3,Low,Road Condition,Yes,Medium,Low
2023-07-13,18:05,Idukki,9.804237215368488,76.94041412487768,Rainy,Rural Road,Daylight,Truck,40,4,High,Drunk Driving,No,Low,High
2024-01-14,02:37,Wayanad,11.672001238392117,76.0913057846082,Rainy,Highway,Night,Bike,80,4,Low,Drunk Driving,No,Medium,Medium
2023-05-20,22:43,Thrissur,10.539251889307875,76.22173467658808,Cloudy,Highway,Night,Truck,80,2,Low,Bad Weather,Yes,Low,Low
2024-10-28,14:54,Alappuzha,9.530710215152984,76.36112074675897,Foggy,Highway,Low Light,Car,50,1,Medium,Overspeeding,Yes,High,High
2023-10-02,01:31,Kollam,8.93559132065727,76.56475477528664,Clear,City Road,Low Light,Bus,100,2,Low,Overspeeding,No,Medium,Low
2024-07-24,06:23,Ernakulam,9.940137201679228,76.3018119200295,Rainy,Rural Road,Daylight,Bike,100,1,Medium,Bad Weather,Yes,High,Medium
2023-08-11,05:25,Kannur,11.908774870602095,75.32708301229805,Rainy,City Road,Night,Bus,60,3,Medium,Bad Weather,Yes,Low,Low
2023-06-01,22:08,Palakkad,10.81535085264871,76.6225539909828,Foggy,Rural Road,Daylight,Car,50,4,High,Distracted Driving,No,Medium,High
2023-04-09,17:54,Thiruvananthapuram,8.493190054352382,76.96740821510122,Rainy,Rural Road,Daylight,Truck,80,3,Medium,Distracted Driving,Yes,Low,High
2023-01-26,12:53,Kannur,11.917258764361515,75.34740927180634,Rainy,Rural Road,Daylight,Car,100,2,Medium,Overspeeding,Yes,Medium,High
2024-08-12,07:40,Kollam,8.847483079679506,76.61533958709003,Foggy,Highway,Low Light,Bike,100,2,Medium,Road Condition,Yes,High,Medium
2023-08-18,08:35,Ernakulam,10.00822469156204,76.31328821191072,Rainy,Rural Road,Night,Bike,100,1,Medium,Distracted Driving,Yes,Medium,Medium
2023-11-27,03:01,Kottayam,9.575494916775899,76.48382877360392,Clear,Rural Road,Low Light,Bus,80,1,High,Drunk Driving,No,Medium,Medium
2023-11-16,09:15,Thrissur,10.50492713793354,76.23867192824228,Foggy,Rural Road,Daylight,Bike,80,1,Low,Overspeeding,Yes,High,Low
2023-10-24,20:10,Kottayam,9.570385463269819,76.5554173114887,Clear,Highway,Night,Bus,60,3,High,Distracted Driving,Yes,Medium,High
2023-02-21,12:55,Malappuram,11.01191705246911,76.03240916077672,Clear,Highway,Night,Bike,60,4,Medium,Drunk Driving,Yes,High,Medium
2024-10-09,10:30,Alappuzha,9.532843221807639,76.36535990452565,Cloudy,Highway,Night,Bus,60,3,High,Distracted Driving,Yes,High,High
2023-06-04,09:59,Idukki,9.833213330618007,76.92778388065099,Cloudy,Highway,Daylight,Car,50,3,High,Bad Weather,No,Medium,Medium
2023-05-27,22:30,Idukki,9.799895962639766,76.96208090061711,Cloudy,Highway,Night,Car,40,1,Low,Distracted Driving,Yes,Medium,Medium
2024-02-28,18:42,Alappuzha,9.490967344789718,76.37798483377028,Rainy,Highway,Night,Bike,40,4,Low,Overspeeding,Yes,Low,Medium
2024-04-05,17:28,Pathanamthitta,9.305225734668669,76.81961678644598,Rainy,Highway,Night,Bus,50,2,Medium,Bad Weather,Yes,Low,Low
2023-06-14,00:50,Wayanad,11.680940745176592,76.11201756298082,Rainy,Rural Road,Night,Bike,100,3,High,Distracted Driving,Yes,Medium,High
2023-11-01,21:03,Kannur,11.886526611429236,75.40046735207693,Clear,City Road,Night,Bike,40,2,Medium,Drunk Driving,Yes,Medium,High
2024-04-14,22:08,Kottayam,9.581308763451915,76.49862430812206,Cloudy,Rural Road,Daylight,Car,50,2,Medium,Bad Weather,Yes,Low,Medium
2024-01-04,11:19,Kannur,11.917559692555436,75.37242892438732,Foggy,Highway,Daylight,Bike,40,1,Low,Bad Weather,Yes,High,High
2024-03-24,11:31,Kollam,8.882736062650876,76.62437571183871,Rainy,Rural Road,Low Light,Bus,100,1,Low,Drunk Driving,No,High,Medium
2024-08-04,02:42,Thrissur,10.55724176806531,76.21016112621247,Rainy,Rural Road,Daylight,Truck,80,3,Low,Distracted Driving,No,High,Medium
2023-06-04,11:00,Thrissur,10.516092314613214,76.17565939182897,Cloudy,Highway,Night,Truck,60,4,Medium,Overspeeding,No,High,Medium
2024-01-04,15:18,Alappuzha,9.517751040550046,76.29805976356441,Rainy,City Road,Night,Car,50,1,Low,Bad Weather,Yes,High,High
2023-07-19,06:36,Idukki,9.818078457074973,76.97231984971356,Clear,City Road,Low Light,Truck,50,1,High,Overspeeding,Yes,Medium,High
2024-05-25,13:05,Pathanamthitta,9.220639301285892,76.74062972365115,Foggy,Rural Road,Night,Truck,50,3,High,Drunk Driving,Yes,Medium,High
2024-02-15,03:40,Kozhikode,11.279138619968686,75.73771732083861,Clear,Rural Road,Night,Car,40,4,Medium,Distracted Driving,Yes,High,Low
2024-01-03,15:32,Kannur,11.890943703317959,75.34402356866667,Foggy,Rural Road,Daylight,Bike,80,4,Medium,Road Condition,No,High,High
2024-07-26,03:05,Palakkad,10.76081681622016,76.62013808341891,Foggy,Highway,Night,Bus,100,2,Medium,Overspeeding,Yes,High,High
2024-02-23,21:46,Kasaragod,12.53991262073748,74.96946475836523,Clear,Rural Road,Low Light,Truck,40,2,Low,Distracted Driving,Yes,Medium,Low
2023-07-03,20:58,Kollam,8.914390202893319,76.58925682462397,Cloudy,Rural Road,Low Light,Bus,60,4,Low,Bad Weather,No,Low,High
2024-10-17,03:51,Pathanamthitta,9.280681116511506,76.83011227253472,Clear,Highway,Night,Truck,60,1,Low,Road Condition,Yes,Medium,High
2024-04-25,08:56,Wayanad,11.707791442507414,76.11421265853043,Foggy,City Road,Daylight,Bus,60,3,Medium,Bad Weather,No,Medium,High
2024-03-07,11:00,Alappuzha,9.458193295776494,76.32676362181647,Clear,City Road,Low Light,Car,40,1,Medium,Distracted Driving,Yes,Low,Low
2023-07-29,05:51,Thrissur,10.49322619319702,76.26138339335627,Foggy,Highway,Daylight,Car,100,1,Low,Road Condition,No,Low,Low
2024-07-22,18:45,Alappuzha,9.522980807990736,76.33463133856235,Rainy,City Road,Daylight,Car,60,4,Medium,Drunk Driving,No,Low,Low
2024-02-27,03:15,Alappuzha,9.490736863924859,76.35954044673645,Clear,City Road,Low Light,Truck,40,2,Low,Road Condition,No,Low,Medium
2024-04-28,06:06,Kozhikode,11.292589382563616,75.76144732153365,Cloudy,Rural Road,Night,Bus,100,1,Low,Road Condition,No,High,Low
2024-01-03,12:45,Kozhikode,11.249170441066008,75.81139243600926,Foggy,Rural Road,Night,Car,60,1,Low,Bad Weather,No,Medium,Low
2023-01-30,12:20,Alappuzha,9.521684086487426,76.37029314959108,Clear,Highway,Low Light,Bus,60,2,High,Overspeeding,Yes,Low,Low
2024-01-19,04:08,Idukki,9.860013330696622,76.95957242520623,Cloudy,City Road,Daylight,Bike,100,3,Medium,Road Condition,Yes,Medium,Medium
2024-04-04,01:30,Thiruvananthapuram,8.51713229342452,76.94958218892911,Foggy,Highway,Low Light,Car,80,2,High,Road Condition,No,High,Low
2024-01-31,03:38,Alappuzha,9.484213069061608,76.35594042223431,Cloudy,Highway,Night,Bike,100,2,Medium,Overspeeding,No,Medium,Medium
2023-07-07,02:09,Kannur,11.915749460744475,75.33748905314653,Rainy,Highway,Low Light,Bike,50,2,Medium,Distracted Driving,Yes,High,Medium
2024-06-23,20:49,Alappuzha,9.517067231578844,76.3644001068021,Clear,City Road,Night,Bike,80,1,Medium,Distracted Driving,Yes,Low,High
2024-09-21,12:37,Kozhikode,11.247004448540517,75.82088983619745,Cloudy,Rural Road,Night,Bike,40,4,Medium,Drunk Driving,No,High,Medium
2024-04-14,18:06,Thiruvananthapuram,8.48020081650087,76.94283686570547,Clear,City Road,Night,Bus,40,4,High,Distracted Driving,No,Low,Low
2023-10-24,00:39,Kollam,8.86460189988467,76.58098631165966,Cloudy,Rural Road,Daylight,Car,50,3,Low,Drunk Driving,No,High,Low
2024-07-23,07:23,Thiruvananthapuram,8.550379847186411,76.94022682480268,Cloudy,City Road,Low Light,Bike,100,3,Low,Bad Weather,No,Low,High
2024-11-27,16:52,Kasaragod,12.508398986537317,74.94411356915519,Foggy,City Road,Low Light,Truck,40,1,High,Distracted Driving,Yes,High,Low
2024-09-21,10:28,Thrissur,10.481331468220006,76.17165221060449,Clear,Rural Road,Daylight,Bus,40,2,Low,Overspeeding,No,Medium,Medium
2024-07-19,00:45,Wayanad,11.656842664567643,76.10269548411044,Rainy,Highway,Night,Bus,40,2,High,Drunk Driving,Yes,Medium,Medium
2024-04-30,19:12,Kasaragod,12.473863966011361,74.94305445007772,Clear,Rural Road,Daylight,Car,40,4,Low,Distracted Driving,Yes,Low,High
2023-08-07,06:15,Malappuram,11.02251779917459,76.07922131392989,Clear,Rural Road,Low Light,Bus,80,1,Medium,Bad Weather,Yes,Medium,High
2024-09-04,23:26,Alappuzha,9.506559772041593,76.32416995518953,Rainy,Highway,Daylight,Bike,100,4,Medium,Road Condition,Yes,High,Low
2023-04-19,06:08,Kottayam,9.563400669556644,76.53348888735121,Clear,Rural Road,Low Light,Bike,40,2,Low,Bad Weather,Yes,Medium,Low
2023-05-24,19:06,Alappuzha,9.542877972177385,76.37900411755464,Clear,City Road,Night,Bike,80,3,Low,Drunk Driving,No,High,Medium
2023-02-07,07:51,Kozhikode,11.249193179865816,75.74412433527583,Clear,Rural Road,Night,Car,60,1,High,Road Condition,No,Medium,Medium
2023-09-21,13:59,Kasaragod,12.505694871076132,75.00058417017476,Foggy,City Road,Low Light,Truck,50,1,High,Road Condition,No,Medium,Medium
2024-02-06,13:57,Alappuzha,9.48445578059089,76.29378699990448,Clear,Highway,Night,Truck,100,1,High,Road Condition,No,High,Low
2023-01-22,08:35,Malappuram,11.04995149624376,76.02874665836468,Clear,City Road,Low Light,Bus,80,3,Medium,Road Condition,Yes,Low,High
2023-01-30,21:32,Kollam,8.862990395947886,76.63321461564394,Cloudy,Highway,Night,Truck,40,1,Low,Distracted Driving,No,High,Low
2024-04-01,16:00,Kozhikode,11.246366155541542,75.79924522327187,Foggy,Rural Road,Daylight,Truck,100,3,Medium,Road Condition,Yes,Medium,Low
2023-02-10,23:30,Kollam,8.939309421791203,76.63686388419072,Foggy,Highway,Daylight,Bus,60,1,Low,Road Condition,Yes,High,Low
2024-10-24,23:51,Alappuzha,9.46466474925584,76.30212344138825,Foggy,Highway,Daylight,Bike,80,4,Low,Road Condition,Yes,High,Low
2024-01-18,10:16,Malappuram,11.036622715994241,76.07765221019551,Clear,Rural Road,Daylight,Car,60,3,Medium,Road Condition,Yes,High,High
2023-12-17,05:05,Kasaragod,12.520259069312187,74.969837363865,Cloudy,Highway,Low Light,Bus,50,4,Low,Bad Weather,Yes,Medium,Low
2023-01-18,02:05,Ernakulam,9.932576261502653,76.29972310513223,Cloudy,Rural Road,Low Light,Truck,80,4,High,Overspeeding,Yes,Low,High
2024-07-22,18:31,Pathanamthitta,9.228083375325905,76.82981746082659,Cloudy,City Road,Night,Truck,40,3,Medium,Road Condition,Yes,Medium,Medium
2024-11-03,16:30,Kannur,11.913284705329973,75.32710977796017,Cloudy,City Road,Night,Bike,50,2,Medium,Drunk Driving,No,Low,Medium
2023-09-02,13:14,Wayanad,11.636874516488096,76.12211409684807,Foggy,City Road,Night,Bike,100,1,Low,Distracted Driving,No,Medium,High
2023-08-16,05:40,Kozhikode,11.250590264377637,75.78761196768845,Rainy,Rural Road,Night,Truck,100,1,Low,Distracted Driving,No,High,Low
2024-04-28,09:33,Thiruvananthapuram,8.499537894785927,76.90566522110605,Rainy,Highway,Low Light,Car,50,2,Low,Overspeeding,Yes,Medium,Low
2023-12-22,10:30,Malappuram,11.028816551076545,76.11320860982481,Cloudy,Rural Road,Low Light,Car,50,3,Low,Overspeeding,No,Low,High
2023-12-06,09:03,Kozhikode,11.289423401957812,75.82697400834485,Cloudy,Rural Road,Night,Car,40,2,High,Bad Weather,No,Medium,Medium
2024-09-21,03:51,Palakkad,10.831830948937087,76.68065015250953,Foggy,Rural Road,Daylight,Bike,40,4,Medium,Overspeeding,No,Low,Low
2024-03-17,01:37,Thiruvananthapuram,8.480394588738356,76.93508560188097,Clear,Highway,Low Light,Truck,100,2,Low,Road Condition,No,Low,High
2023-06-23,14:38,Alappuzha,9.522937568022805,76.35904207223216,Clear,City Road,Daylight,Bike,100,2,Low,Bad Weather,Yes,Medium,High
2024-02-08,00:15,Wayanad,11.679386304674905,76.1558954539205,Rainy,City Road,Daylight,Truck,40,1,Medium,Distracted Driving,No,High,Medium
2024-05-25,05:31,Thiruvananthapuram,8.561241804086892,76.90523748060977,Cloudy,Rural Road,Low Light,Truck,60,3,Medium,Road Condition,Yes,Low,Medium
2023-07-20,01:35,Ernakulam,10.00390580923856,76.26733620175509,Rainy,City Road,Daylight,Truck,60,2,High,Overspeeding,No,High,High
2023-02-19,16:47,Thrissur,10.483736185728334,76.19217144496318,Clear,Highway,Night,Car,60,3,High,Overspeeding,Yes,High,Medium
2024-09-01,14:01,Palakkad,10.762601045349479,76.61465690329176,Foggy,City Road,Low Light,Bus,50,4,Low,Bad Weather,Yes,High,Low
2023-12-23,11:45,Malappuram,11.023624104004837,76.1109333746089,Clear,Rural Road,Daylight,Truck,100,2,High,Overspeeding,Yes,Low,Medium
2023-08-30,13:38,Kollam,8.846868301216697,76.58294361647052,Cloudy,City Road,Daylight,Bike,80,4,High,Road Condition,Yes,High,Medium
2023-02-11,06:34,Idukki,9.866638927103342,76.94570828281174,Rainy,Highway,Low Light,Bus,100,1,High,Drunk Driving,Yes,Low,Low
2023-11-14,19:06,Idukki,9.861776056450203,76.98020504808612,Rainy,City Road,Night,Bike,100,1,High,Distracted Driving,No,Medium,Low
2023-07-14,17:50,Idukki,9.800149861257372,77.00786326397463,Foggy,Highway,Low Light,Truck,80,2,High,Distracted Driving,Yes,Low,High
2024-05-16,07:44,Kannur,11.86917789100583,75.33939822401166,Rainy,Highway,Night,Car,40,2,Medium,Overspeeding,No,Low,Low
2024-06-07,18:34,Palakkad,10.803720081901982,76.67781158463846,Clear,Rural Road,Daylight,Bike,80,3,High,Overspeeding,No,Medium,Low
2023-05-12,19:53,Kottayam,9.637038369346197,76.48493840408335,Foggy,Highway,Night,Bike,40,2,Low,Distracted Driving,Yes,Medium,High
2024-03-27,06:47,Kozhikode,11.255486317808982,75.80495573696501,Cloudy,Highway,Low Light,Bus,50,3,Low,Drunk Driving,No,Medium,Low
2024-04-17,22:37,Pathanamthitta,9.269867770932327,76.78984243231642,Cloudy,Rural Road,Daylight,Truck,60,4,High,Drunk Driving,Yes,Low,Medium
2024-03-24,18:24,Kollam,8.857527090588372,76.65240120841781,Rainy,Rural Road,Low Light,Bus,50,3,Low,Drunk Driving,Yes,Low,Low
2023-10-27,19:42,Thiruvananthapuram,8.519616908783718,76.94681147348854,Cloudy,City Road,Low Light,Car,100,1,Low,Distracted Driving,Yes,High,Low
2023-04-24,04:55,Ernakulam,9.98735387115859,76.25065089344257,Cloudy,Rural Road,Low Light,Bus,80,4,Low,Road Condition,Yes,High,Medium
2024-04-18,05:41,Wayanad,11.677118298249605,76.16933559925474,Foggy,Rural Road,Low Light,Truck,80,1,High,Drunk Driving,Yes,Medium,High
2024-11-14,20:07,Kottayam,9.568462456110051,76.55675368880176,Rainy,City Road,Night,Truck,100,3,Low,Distracted Driving,No,Medium,High
2023-08-21,17:35,Idukki,9.880812306270746,76.97503539058063,Foggy,Rural Road,Low Light,Truck,60,3,High,Road Condition,No,Low,Medium
2024-06-27,10:17,Wayanad,11.680702825633151,76.10063800975183,Rainy,City Road,Low Light,Truck,60,3,High,Drunk Driving,Yes,Medium,Medium
2024-08-17,03:54,Kannur,11.881955478745278,75.36377232787076,Cloudy,Highway,Low Light,Truck,80,4,Medium,Road Condition,No,High,Low
2024-02-15,01:45,Malappuram,11.04409049837918,76.0248539273893,Clear,Highway,Daylight,Bus,50,4,Medium,Road Condition,No,High,Medium
2024-02-02,15:52,Kannur,11.82464844576206,75.39818159544363,Foggy,Highway,Night,Bus,100,1,High,Overspeeding,Yes,Low,High
2024-11-08,04:15,Kollam,8.850240804250543,76.623289584604,Rainy,Rural Road,Daylight,Car,80,2,High,Road Condition,Yes,Low,High
2024-05-25,05:08,Kasaragod,12.547790374535081,74.97137812072823,Foggy,City Road,Low Light,Truck,80,2,Medium,Drunk Driving,No,Low,High
2024-01-07,22:04,Palakkad,10.822187167732539,76.69417478080392,Foggy,Highway,Night,Car,80,1,Low,Overspeeding,No,Low,High
2023-03-23,16:22,Kottayam,9.610695734091925,76.4977765421647,Rainy,City Road,Daylight,Truck,50,4,Medium,Overspeeding,No,Low,High
2024-07-23,08:44,Pathanamthitta,9.268596989823536,76.79866917903331,Cloudy,Rural Road,Night,Bike,50,3,Low,Road Condition,No,High,High
2023-11-07,11:35,Wayanad,11.645507694033647,76.08580279246061,Rainy,Rural Road,Low Light,Car,60,3,High,Bad Weather,No,Medium,Medium
2024-09-12,17:54,Malappuram,11.02468499246798,76.06806220018498,Foggy,Rural Road,Night,Bike,100,3,Medium,Overspeeding,No,Medium,High
2023-05-21,02:26,Kasaragod,12.454587411831307,74.93991821285627,Clear,Rural Road,Daylight,Car,80,1,Medium,Distracted Driving,Yes,High,Medium
2023-05-14,06:32,Thiruvananthapuram,8.517282778431811,76.95656340604432,Foggy,Highway,Night,Car,60,1,Low,Bad Weather,Yes,Low,High
2024-06-09,03:18,Kozhikode,11.253339566909936,75.7330634281171,Cloudy,Rural Road,Night,Car,100,2,Low,Bad Weather,Yes,Low,Medium
2023-11-04,18:59,Wayanad,11.716558498702533,76.13014884478868,Rainy,City Road,Low Light,Bike,60,2,High,Distracted Driving,No,High,Low
2023-11-20,11:51,Idukki,9.83550454940684,76.95350679043639,Cloudy,Highway,Low Light,Bus,80,2,High,Overspeeding,Yes,Low,Medium
2023-03-03,19:51,Thiruvananthapuram,8.503791013081804,76.93235865925362,Foggy,City Road,Daylight,Car,50,3,Medium,Bad Weather,Yes,Low,High
2023-01-22,13:32,Kasaragod,12.524095110720074,75.02505382610036,Rainy,Rural Road,Night,Bus,50,3,Low,Bad Weather,No,Low,Low
2024-01-07,20:07,Wayanad,11.679175977813504,76.17374428273304,Clear,Highway,Night,Bus,80,2,Low,Bad Weather,No,Low,Low
2024-08-12,18:52,Kasaragod,12.531776965607088,74.98833827744859,Foggy,Highway,Night,Car,60,2,Medium,Overspeeding,Yes,Low,Medium
2024-02-14,14:31,Kasaragod,12.489498113186785,74.97504701804036,Foggy,Rural Road,Night,Bike,60,1,Medium,Drunk Driving,No,Medium,Medium
2023-05-09,00:35,Kasaragod,12.515461331665879,74.99495371825704,Foggy,City Road,Night,Bus,60,2,Low,Road Condition,No,Medium,Medium
2024-02-20,05:42,Kottayam,9.619015398772763,76.49150466537105,Rainy,City Road,Night,Bus,50,2,Low,Road Condition,No,Medium,Medium
2023-10-16,21:35,Palakkad,10.829447568295514,76.60992106835616,Foggy,City Road,Low Light,Bike,40,3,Medium,Drunk Driving,Yes,Low,High
2024-04-24,10:00,Kannur,11.911338799451157,75.34158720621235,Clear,Highway,Daylight,Bus,40,2,High,Drunk Driving,Yes,Medium,Medium
2023-01-06,22:14,Thrissur,10.543778532485995,76.23914109189704,Clear,City Road,Daylight,Truck,50,2,Low,Drunk Driving,No,Low,High
2024-02-07,07:24,Ernakulam,9.997088432165887,76.25699152012126,Rainy,City Road,Low Light,Bike,50,4,High,Overspeeding,No,Medium,Medium
2023-04-20,22:55,Ernakulam,9.95601731282982,76.28402839480859,Foggy,City Road,Night,Truck,100,4,High,Overspeeding,No,Medium,Low
2023-11-10,16:12,Kollam,8.923385089657392,76.60862394305423,Rainy,City Road,Low Light,Bus,80,1,Medium,Drunk Driving,Yes,High,High
2023-01-22,09:36,Idukki,9.819058930124807,76.93332416209364,Cloudy,City Road,Night,Bike,80,4,Medium,Overspeeding,No,Low,Medium
2024-06-10,00:41,Thrissur,10.564335607685436,76.23864607657667,Foggy,City Road,Night,Car,40,3,Low,Bad Weather,Yes,High,Low
2023-03-07,16:49,Idukki,9.800334477696957,76.98149192173454,Clear,Highway,Low Light,Bike,50,2,Low,Bad Weather,Yes,Medium,Low
2024-05-16,09:00,Malappuram,11.047021623253201,76.10993356966885,Rainy,Highway,Daylight,Bus,80,3,Medium,Overspeeding,Yes,High,Low
2024-01-02,06:10,Malappuram,11.073392711830083,76.06822486862671,Cloudy,City Road,Low Light,Car,80,1,Low,Road Condition,No,Medium,Low
2023-12-11,08:05,Palakkad,10.765212656615482,76.6993777077099,Foggy,Highway,Low Light,Bike,80,4,Low,Drunk Driving,No,Low,High
2024-05-26,16:24,Malappuram,11.034654246659812,76.06255606741654,Foggy,City Road,Low Light,Bike,60,4,High,Bad Weather,Yes,Low,High
2024-10-26,20:09,Wayanad,11.725232973959388,76.17066105088654,Foggy,City Road,Low Light,Truck,40,1,Medium,Drunk Driving,No,Low,Medium
